"","X","Rxn_1","Rxn_2","Rxn_1_Min","Rxn_1_Max","Rxn_2_Min","Rxn_2_Max","v1","v2","Rxn1_Prod","Rxn2_Prod","g_min_Fluxes","g_max_Fluxes","l_min_Fluxes","l_max_Fluxes","Rxn_1_Class","Rxn_2_Class","class","size","flux","short","long","common","syna","Rxn1_submodule","Rxn2_submodule","species"
"402",260,"PRPPS","R15BPK",-999.959073005602,108.432522379804,0,1000,0,0,-1,0,0,0.817949868953217,0.81794986897608,999.999409780843,"pFBAOpt_Rxns","ELE_Rxns","PSL",4,3.10820874215041,1,2,1,0.75,"Histidine Metabolism","Alternate Carbon Metabolism","iML1515"
"403",261,"PRPPS","R1PK",-999.959073005602,108.432522379804,0,1000,0,0,-1,0,0,0.817949868953217,0.81794986897608,999.999409780843,"pFBAOpt_Rxns","ELE_Rxns","PSL",4,3.10820874214605,1,2,1,0.75,"Histidine Metabolism","Alternate Carbon Metabolism","iML1515"
"404",262,"PSERT","GHMT2r",0,98.4322910438102,-41.8796264651272,32.5276549251962,0,0,0,-1,0.978318895157145,0.978318894966972,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",43,8.36192360461496,16,21,6,0.86046511627907,"Glycine and Serine Metabolism","Glycine and Serine Metabolism","iML1515"
"405",263,"PSP_L","GHMT2r",0,98.4322910438102,-41.8796264651272,32.5276549251962,0.259408760049837,0,0,-1,0.978318895157145,0.978318894966972,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",43,8.36192360461496,16,21,6,0.86046511627907,"Glycine and Serine Metabolism","Glycine and Serine Metabolism","iML1515"
"406",264,"PYK2","NDPK2",0,234.065519382786,-234.048018162194,108.409685049055,0,0.000586711136451479,0,-1,-1.92578939304565,0.372972006348505,0.350024497230493,0.372972006343161,"pFBAOpt_Rxns","pFBAOpt_Rxns","PSL",3,0.997569573200206,1,2,0,1,"Nucleotide Salvage Pathway","Nucleotide Salvage Pathway","iML1515"
"407",265,"RNTR1c2","NDPK8",0,73.4508062645573,-73.449658889393,108.392183828478,0,0,0,-1,-0.0229475091126687,-4.14956957683899e-11,NA,NA,"pFBAOpt_Rxns","ELE_Rxns","RSL",5,0.109000641634445,1,2,2,0.6,"Nucleotide Salvage Pathway","Nucleotide Salvage Pathway","iML1515"
"408",266,"RNTR2c2","NDPK5",0,73.4508435807908,-73.449658889392,108.392221144713,0,0,0,-1,-0.02294750914416,6.91215973347425e-11,NA,NA,"pFBAOpt_Rxns","ELE_Rxns","PSL",5,0.112545682757287,2,2,1,0.8,"Nucleotide Salvage Pathway","Nucleotide Salvage Pathway","iML1515"
"409",267,"RNTR3c2","NDPK7",0,47.1407235084954,-47.1395388170949,108.392221144709,0,0,0,-1,-5.18411980010569e-11,-3.16276782541536e-10,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","RSL",5,0.112545682757916,1,2,2,0.6,"Nucleotide Salvage Pathway","Nucleotide Salvage Pathway","iML1515"
"410",268,"RPI","EDTXS1",-64.6410450170894,0.220099792323253,0,0.378550210143083,0,6.88458840113208,-1,0,NA,NA,0,0,"pFBAOpt_Rxns","MLE_Rxns","PSL",412,243.135554513432,19,63,330,0.199029126213592,"Pentose Phosphate Pathway","Lipopolysaccharide Biosynthesis / Recycling","iML1515"
"411",269,"RPI","EDTXS2",-64.6410450170894,0.220099792323253,0,0.378550210143083,0,0,-1,0,NA,NA,0,0,"pFBAOpt_Rxns","MLE_Rxns","PSL",412,243.135554513432,19,63,330,0.199029126213592,"Pentose Phosphate Pathway","Lipopolysaccharide Biosynthesis / Recycling","iML1515"
"412",270,"RPI","ENLIPAabctex",-64.6410450170894,0.220099792323253,0,0.378550210143079,0,0,-1,0,NA,NA,0,0,"pFBAOpt_Rxns","MLE_Rxns","PSL",412,246.167027892412,22,56,334,0.189320388349515,"Pentose Phosphate Pathway","Lipopolysaccharide Biosynthesis / Recycling","iML1515"
"413",271,"RPI","LIPAabcpp",-64.6410450170894,0.220099792323253,0,0.378550210143075,0,22.1317632389462,-1,0,NA,NA,0,0,"pFBAOpt_Rxns","MLE_Rxns","PSL",412,246.167027892412,22,56,334,0.189320388349515,"Pentose Phosphate Pathway","Lipopolysaccharide Biosynthesis / Recycling","iML1515"
"414",272,"RPI","RPE",-64.6410450170894,0.220099792323253,-48.9996867566724,83.9432640669163,0,0,-1,-1,NA,NA,0.889995702958458,0.88999570284011,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",416,247.967145817244,13,71,332,0.201923076923077,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","iML1515"
"415",273,"RPI","TALA",-64.6410450170894,0.220099792323253,-226.752577188074,41.9799782604343,0,0,-1,-1,NA,NA,-7.83984133837623,0.61192243168955,"pFBAOpt_Rxns","ELE_Rxns","PSL",411,245.18686338191,17,67,327,0.204379562043796,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","iML1515"
"416",274,"RPI","TKT1",-64.6410450170894,0.220099792323253,-24.4914971513645,41.9799782604305,0,0.017062857803891,-1,-1,NA,NA,0.611922431732296,0.611922431731045,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",410,243.264549521542,19,66,325,0.207317073170732,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","iML1515"
"417",275,"RPI","TKT2",-64.6410450170894,0.220099792323253,-24.5082022264243,41.963285806487,0,0,-1,-1,NA,NA,0.27807327114715,0.278073271085646,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",420,250.290631880951,12,80,328,0.219047619047619,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","iML1515"
"418",276,"SO4t2pp","SULabcpp",0,18.7215551175388,0,17.681468722119,0,0,0,0,0,1.44808609547908e-11,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",192,0.476426917690384,64,90,38,0.802083333333333,"Inorganic Ion Transport and Metabolism","Inorganic Ion Transport and Metabolism","iML1515"
"419",277,"TKT1","RPE",-24.4914971513645,41.9799782604305,-48.9996867566724,83.9432640669163,0.017062857803891,0,-1,-1,0.889995702933447,0.88999570305748,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",16,3.95521792750725,5,6,5,0.6875,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","iML1515"
"420",278,"TKT2","GND",-24.5082022264243,41.963285806487,0,125.965914721177,0,0.193864619235153,-1,0,2.35536621991835,2.35536621963799,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",22,13.9488345417355,3,5,14,0.363636363636364,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","iML1515"
"421",279,"TKT2","RPE",-24.5082022264243,41.963285806487,-48.9996867566724,83.9432640669163,0,0,-1,-1,0.889995702922079,0.889995702795886,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",89,3.80475883850938,34,37,18,0.797752808988764,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","iML1515"
"422",280,"TKT2","TKT1",-24.5082022264243,41.963285806487,-24.4914971513645,41.9799782604305,0,0.017062857803891,-1,-1,0.611922431734115,0.611922431698304,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",19,7.91736124856521,5,5,9,0.526315789473684,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","iML1515"
"423",281,"TRDR","GRXR",0,77.9536926382949,0,73.4640276959366,0,0,0,0,0,0.217041024588868,0.217041024620767,0.217041024557821,"pFBAOpt_Rxns","ELE_Rxns","PSL",5,1.03094461488167,2,3,0,1,"Oxidative Phosphorylation","Unassigned","iML1515"
"424",282,"TRDR","GTHOr",0,77.9536926382949,0,77.9536926383366,0,0.000391140757634467,0,0,0,0.217041024422088,0.217041024620812,0.217041024425157,"pFBAOpt_Rxns","ELE_Rxns","PSL",5,1.03094461488145,2,3,0,1,"Oxidative Phosphorylation","Cofactor and Prosthetic Group Biosynthesis","iML1515"
"425",283,"TRDR","PAPSR2",0,77.9536926382949,0,18.7213648968883,0,0,0,0,0,0.217041024613144,0.217041024620767,0.21704102461262,"pFBAOpt_Rxns","ELE_Rxns","PSL",5,1.03094461488176,1,2,2,0.6,"Oxidative Phosphorylation","Cysteine Metabolism","iML1515"
"426",284,"TRPS3","TRPS1",0,5.15592041846194,0,4.90072839774894,0,0,0,0,0,-1.88998816597064e-11,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",3,0.14207575034235,1,2,0,1,"Tyrosine, Tryptophan, and Phenylalanine Metabolism","Tyrosine, Tryptophan, and Phenylalanine Metabolism","iML1515"
"427",285,"VALTA","ALATA_L",-1000,999.955930637651,-1000,999.955930637651,-0.254793123710215,-0.51027556723102,-1,-1,-1000,-0.881387462482394,-0.881387461966824,999.118612537517,"pFBAOpt_Rxns","pFBAOpt_Rxns","PSL",3,2.51195365389856,1,1,1,0.666666666666667,"Valine, Leucine, and Isoleucine Metabolism","Alanine and Aspartate Metabolism","iML1515"
"428",286,"VALTA","VPAMTr",-1000,999.955930637651,-999.981444409774,999.974486227876,-0.254793123710215,0,-1,-1,0.371111895251374,999.489724432769,-999.628888104749,0.371111895251147,"pFBAOpt_Rxns","ELE_Rxns","PSL",3,1.05766864286477,1,1,1,0.666666666666667,"Valine, Leucine, and Isoleucine Metabolism","Valine, Leucine, and Isoleucine Metabolism","iML1515"
"429",287,"ZN2tpp","ZNabcpp",0,867.128306579232,0,173.425661315858,0,0,0,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",42,0.000621579313299434,18,20,4,0.904761904761905,"Inorganic Ion Transport and Metabolism","Inorganic Ion Transport and Metabolism","iML1515"
"430",1,"3HAD120","AACPS7",0,0.0231950755833727,0,80.7033902723363,0,0,0,0,0,60.5004219230886,0.00453693409943722,60.4308366963426,"pFBAOpt_Rxns","ELE_Rxns","PSL",16,0.0689613055976919,5,10,1,0.9375,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iPC815"
"431",2,"3HAD120","ACACT9",0,0.0231950755833727,0,0.0231950755833731,0,0,0,0,0,0.0231950755833857,0.00453693409943722,0.0231950755833728,"pFBAOpt_Rxns","ELE_Rxns","PSL",24,0.103441958396984,6,8,10,0.583333333333333,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism","iPC815"
"432",3,"3HAD120","ECOAH6",0,0.0231950755833727,-0.0231950755833168,0,0,1.60016463612282,0,0,-0.0231950755834305,0,-0.0231950755833168,-0.0045369340994057,"pFBAOpt_Rxns","ELE_Rxns","PSL",24,0.103441958396984,6,8,10,0.583333333333333,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism","iPC815"
"433",4,"3HAD120","FACOAE120",0,0.0231950755833727,0,26.9011298127324,0,0,0,0,0,20.1668073076943,0.00453693409943722,20.1590756158319,"pFBAOpt_Rxns","ELE_Rxns","PSL",16,0.0689613056006084,5,10,1,0.9375,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iPC815"
"434",5,"3HAD120","HACD6i",0,0.0231950755833727,0,0.0231950755833731,0,0,0,0,0,0.0231950755833857,0.00453693409943722,0.0231950755833728,"pFBAOpt_Rxns","ELE_Rxns","PSL",24,0.103441958396984,6,8,10,0.583333333333333,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism","iPC815"
"435",6,"3HAD140","AACPS1",0,0.0186581414839354,0,80.703389717029,0,0.0436679907070832,0,0,0,60.5004219230631,0.00476378080440908,60.4631056400989,"pFBAOpt_Rxns","ELE_Rxns","PSL",16,0.0724093708802319,6,7,3,0.8125,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iPC815"
"436",7,"3HAD140","FACOAE140",0,0.0186581414839354,0,26.9011310225811,0,0,0,0,0,20.166807307693,0.00476378080440908,20.1668073076912,"pFBAOpt_Rxns","ELE_Rxns","PSL",16,0.0724093708801865,6,7,3,0.8125,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iPC815"
"437",8,"3HAD160","AACPS3",0,0.0325525021634624,0,80.7033888805348,0,0,0,0,0,60.5004219230791,0.0138943606795265,60.4726332017363,"pFBAOpt_Rxns","ELE_Rxns","PSL",15,0.197994373500158,5,9,1,0.933333333333333,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iPC815"
"438",9,"3HAD160","FACOAE160",0,0.0325525021634624,0,26.9011266542092,0,0,0,0,0,20.1668073076934,0.0138943606795265,20.1668073076938,"pFBAOpt_Rxns","ELE_Rxns","PSL",16,0.211193998389503,6,9,1,0.9375,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iPC815"
"439",10,"3OAR120","AACPS7",0,0.0231950755833168,0,80.7033902723363,0.110587768673782,0,0,0,0,60.5004219230886,0.00453693409943722,60.4308366963426,"pFBAOpt_Rxns","ELE_Rxns","PSL",16,0.0689613055976919,5,10,1,0.9375,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iPC815"
"440",11,"3OAR120","ACACT9",0,0.0231950755833168,0,0.0231950755833731,0.110587768673782,0,0,0,0,0.0231950755833857,0.00453693409943722,0.0231950755833728,"pFBAOpt_Rxns","ELE_Rxns","PSL",24,0.103441958396984,6,8,10,0.583333333333333,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism","iPC815"
"441",12,"3OAR120","ECOAH6",0,0.0231950755833168,-0.0231950755833168,0,0.110587768673782,1.60016463612282,0,0,-0.0231950755834305,0,-0.0231950755833168,-0.0045369340994057,"pFBAOpt_Rxns","ELE_Rxns","PSL",24,0.103441958396984,6,8,10,0.583333333333333,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism","iPC815"
"442",13,"3OAR120","FACOAE120",0,0.0231950755833168,0,26.9011298127324,0.110587768673782,0,0,0,0,20.1668073076943,0.00453693409943722,20.1590756158319,"pFBAOpt_Rxns","ELE_Rxns","PSL",16,0.0689613056006084,5,10,1,0.9375,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iPC815"
"443",14,"3OAR120","HACD6i",0,0.0231950755833168,0,0.0231950755833731,0.110587768673782,0,0,0,0,0.0231950755833857,0.00453693409943722,0.0231950755833728,"pFBAOpt_Rxns","ELE_Rxns","PSL",24,0.103441958396984,6,8,10,0.583333333333333,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism","iPC815"
"444",15,"3OAR160","AACPS3",0,0.0325525021634121,0,80.7033888805348,0,0,0,0,0,60.5004219230791,0.0138943606795265,60.4726332017363,"pFBAOpt_Rxns","ELE_Rxns","PSL",15,0.197994373500158,5,9,1,0.933333333333333,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iPC815"
"445",16,"3OAR160","FACOAE160",0,0.0325525021634121,0,26.9011266542092,0,0,0,0,0,20.1668073076934,0.0138943606795265,20.1668073076938,"pFBAOpt_Rxns","ELE_Rxns","PSL",16,0.211193998389503,6,9,1,0.9375,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iPC815"
"446",17,"3OAS120","AACPS7",0,0.0231950755833727,0,80.7033902723363,0.0104576330992028,0,0,0,0,60.5004219230886,0.00453693409943722,60.4308366963426,"pFBAOpt_Rxns","ELE_Rxns","PSL",16,0.0689613055976919,5,10,1,0.9375,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iPC815"
"447",18,"3OAS120","ACACT9",0,0.0231950755833727,0,0.0231950755833731,0.0104576330992028,0,0,0,0,0.0231950755833857,0.00453693409943722,0.0231950755833728,"pFBAOpt_Rxns","ELE_Rxns","PSL",24,0.103441958396984,6,8,10,0.583333333333333,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism","iPC815"
"448",19,"3OAS120","ECOAH6",0,0.0231950755833727,-0.0231950755833168,0,0.0104576330992028,1.60016463612282,0,0,-0.0231950755834305,0,-0.0231950755833168,-0.0045369340994057,"pFBAOpt_Rxns","ELE_Rxns","PSL",24,0.103441958396984,6,8,10,0.583333333333333,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism","iPC815"
"449",20,"3OAS120","FACOAE120",0,0.0231950755833727,0,26.9011298127324,0.0104576330992028,0,0,0,0,20.1668073076943,0.00453693409943722,20.1590756158319,"pFBAOpt_Rxns","ELE_Rxns","PSL",16,0.0689613056006084,5,10,1,0.9375,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iPC815"
"450",21,"3OAS120","HACD6i",0,0.0231950755833727,0,0.0231950755833731,0.0104576330992028,0,0,0,0,0.0231950755833857,0.00453693409943722,0.0231950755833728,"pFBAOpt_Rxns","ELE_Rxns","PSL",24,0.103441958396984,6,8,10,0.583333333333333,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism","iPC815"
"451",22,"3OAS160","AACPS3",0,0.0325525021634624,0,80.7033888805348,0.0138943606795265,0,0,0,0,60.5004219230791,0.0138943606795265,60.4726332017363,"pFBAOpt_Rxns","ELE_Rxns","PSL",15,0.197994373500158,5,9,1,0.933333333333333,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iPC815"
"452",23,"3OAS160","FACOAE160",0,0.0325525021634624,0,26.9011266542092,0.0138943606795265,0,0,0,0,20.1668073076934,0.0138943606795265,20.1668073076938,"pFBAOpt_Rxns","ELE_Rxns","PSL",16,0.211193998389503,6,9,1,0.9375,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iPC815"
"453",24,"ADK1","ADK3",-999.961611209064,1000,-999.969727064365,999.991884144703,0,0.0336527086825756,-1,-1,-999.39449567104,999.837660274729,0.605504328961736,999.837660274729,"pFBAOpt_Rxns","ELE_Rxns","PSL",3,1.72568501751562,1,1,1,0.666666666666667,"purine metabolism","Nucleotide Salvage Pathway","iPC815"
"454",25,"ADK1","NDPK1",-999.961611209064,1000,-999.961611067289,1000,0,0,-1,-1,-999.232155945769,1000,0.767844054232649,1000,"pFBAOpt_Rxns","pFBAOpt_Rxns","PSL",3,2.18835261254128,1,1,1,0.666666666666667,"purine metabolism","Nucleotide Salvage Pathway","iPC815"
"455",26,"ASNS2","ASNS1",0,80.7070747139239,0,40.3535377090451,0.135515102408001,0.16954210815378,0,0,0,30.2870735510965,0.0737251791158548,30.2870735510916,"pFBAOpt_Rxns","ELE_Rxns","PSL",3,0.210116477999015,1,2,0,1,"Alanine and Aspartate Metabolism","Alanine and Aspartate Metabolism","iPC815"
"456",27,"CITt7pp","CS",0,7.4,0,23.6121787411598,0,0,0,0,0,18.3205703591366,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","PSL",52,5.33926760193767,8,34,10,0.807692307692308,"Transport; Inner Membrane","Citric Acid Cycle","iPC815"
"457",28,"CITtex","CS",0,7.39999999999998,0,23.6121787411598,0,0,0,0,0,18.3205703591366,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","PSL",52,5.33926760193767,8,34,10,0.807692307692308,"Transport; Outer Membrane Porin","Citric Acid Cycle","iPC815"
"458",29,"CO2tex","ATPS4rpp",-62.4381715323164,0,-14.8416724642714,95.8227296657996,0,0,0,-1,NA,NA,5.26722327403093,86.7542315958831,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",341,389.205343184784,15,30,296,0.131964809384164,"Transport; Outer Membrane Porin","Oxidative Phosphorylation","iPC815"
"459",30,"CO2tex","GAPD",-62.4381715323164,0,-27.0975027484446,3.9692092874563,0,3.23511185970523,0,-1,NA,NA,-20.5582473472155,3.38413813404991,"pFBAOpt_Rxns","pFBAOpt_Rxns","PSL",356,190.405069839569,22,48,286,0.196629213483146,"Transport; Outer Membrane Porin","Glycolysis/Gluconeogenesis","iPC815"
"460",31,"CO2tex","Htex",-62.4381715323164,0,-10.0222659673382,65.2653558141094,0,0,0,-1,NA,NA,-5.12499579536211,50.2667467801243,"pFBAOpt_Rxns","ELE_Rxns","PSL",340,136.232223215892,17,25,298,0.123529411764706,"Transport; Outer Membrane Porin","Transport; Outer Membrane Porin","iPC815"
"461",32,"CYSabcpp","CYSS",0,81.7033795372891,0,28.0509082716083,0,0,0,0,0,21.2380417544393,NA,NA,"pFBAOpt_Rxns","ELE_Rxns","PSL",331,14.8980359000109,29,117,185,0.441087613293051,"Transport; Inner Membrane","Cysteine Metabolism","iPC815"
"462",33,"CYSabcpp","GHMT2r",0,81.7033795372891,-19.0490064912195,0.358025816645729,0,0.00340270057457791,0,-1,-14.3811089549941,-0.630933897755137,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",353,25.0176957934784,26,121,206,0.41643059490085,"Transport; Inner Membrane","Glycine and Serine Metabolism","iPC815"
"463",34,"CYSabcpp","PAPSSH",0,81.7033795372891,0,20.2141568788426,0,0,0,0,0,14.1679907971449,NA,NA,"pFBAOpt_Rxns","ELE_Rxns","PSL",348,15.3325380537052,29,126,193,0.445402298850575,"Transport; Inner Membrane","Sulfur Metabolism","iPC815"
"464",35,"CYSabcpp","SERAT",0,81.7033795372891,0,28.0509082716077,0,0,0,0,0,21.2380417544387,NA,NA,"pFBAOpt_Rxns","ELE_Rxns","PSL",346,15.298177431151,30,121,195,0.436416184971098,"Transport; Inner Membrane","Cysteine Metabolism","iPC815"
"465",36,"CYSabcpp","SO4tex",0,81.7033795372891,0,20.2141569086896,0,0,0,0,0,14.1679907971436,NA,NA,"pFBAOpt_Rxns","ELE_Rxns","PSL",348,15.1188972552986,32,124,192,0.448275862068966,"Transport; Inner Membrane","Transport; Outer Membrane Porin","iPC815"
"466",37,"CYSabcpp","SULabcpp",0,81.7033795372891,0,20.2141569086896,0,0,0,0,0,14.1679907971436,NA,NA,"pFBAOpt_Rxns","ELE_Rxns","PSL",348,15.1188972552986,32,124,192,0.448275862068966,"Transport; Inner Membrane","Inorganic Ion Transport and Metabolism","iPC815"
"467",38,"CYSabcpp","SULR",0,81.7033795372891,0,20.2141568788412,0,0,0,0,0,14.1679907971441,NA,NA,"pFBAOpt_Rxns","ELE_Rxns","PSL",348,14.8740756306937,31,123,194,0.442528735632184,"Transport; Inner Membrane","Cysteine Metabolism","iPC815"
"468",39,"CYSDS","GHMT2r",0,29.0498761528953,-19.0490064912195,0.358025816645729,0,0.00340270057457791,0,-1,-14.3811089549941,-0.630933897755137,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",361,25.0263395105429,34,115,212,0.412742382271468,"Cysteine Metabolism","Glycine and Serine Metabolism","iPC815"
"469",40,"CYStex","CYSS",-2.04000651009517,1,0,28.0509082716083,0,0,-1,0,0,21.2380417544384,NA,NA,"pFBAOpt_Rxns","ELE_Rxns","PSL",350,13.3946237317746,32,131,187,0.465714285714286,"Transport; Outer Membrane Porin","Cysteine Metabolism","iPC815"
"470",41,"CYStex","GHMT2r",-2.04000651009517,1,-19.0490064912195,0.358025816645729,0,0.00340270057457791,-1,-1,-14.381108954995,-0.630933897755137,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",354,23.9656945332204,28,129,197,0.443502824858757,"Transport; Outer Membrane Porin","Glycine and Serine Metabolism","iPC815"
"471",42,"CYStex","PAPSSH",-2.04000651009517,1,0,20.2141568788426,0,0,-1,0,0,14.1679907971449,NA,NA,"pFBAOpt_Rxns","ELE_Rxns","PSL",353,13.573067047874,28,132,193,0.453257790368272,"Transport; Outer Membrane Porin","Sulfur Metabolism","iPC815"
"472",43,"CYStex","SERAT",-2.04000651009517,1,0,28.0509082716077,0,0,-1,0,0,21.2380417544387,NA,NA,"pFBAOpt_Rxns","ELE_Rxns","PSL",350,13.2797413755207,30,129,191,0.454285714285714,"Transport; Outer Membrane Porin","Cysteine Metabolism","iPC815"
"473",44,"CYStex","SO4tex",-2.04000651009517,1,0,20.2141569086896,0,0,-1,0,0,14.1679907971436,NA,NA,"pFBAOpt_Rxns","ELE_Rxns","PSL",350,13.4226577268465,30,129,191,0.454285714285714,"Transport; Outer Membrane Porin","Transport; Outer Membrane Porin","iPC815"
"474",45,"CYStex","SULabcpp",-2.04000651009517,1,0,20.2141569086896,0,0,-1,0,0,14.1679907971436,NA,NA,"pFBAOpt_Rxns","ELE_Rxns","PSL",350,13.4226577268465,30,129,191,0.454285714285714,"Transport; Outer Membrane Porin","Inorganic Ion Transport and Metabolism","iPC815"
"475",46,"CYStex","SULR",-2.04000651009517,1,0,20.2141568788412,0,0,-1,0,0,14.1679907971441,NA,NA,"pFBAOpt_Rxns","ELE_Rxns","PSL",350,13.7114416781164,26,135,189,0.46,"Transport; Outer Membrane Porin","Cysteine Metabolism","iPC815"
"476",47,"DHORD2","DHORD5",0,1.52447071133651,0,1.52447071133705,-8.28424674754111,-8.27071377492952,0,0,0,0.0893492459240353,0.0893492459206668,0.0893492459192732,"pFBAOpt_Rxns","ELE_Rxns","PSL",3,0.254645008528044,1,1,1,0.666666666666667,"Purine and Pyrimidine Biosynthesis","Purine and Pyrimidine Biosynthesis","iPC815"
"477",48,"EAR121x","EAR121y",0,0.0496303570184681,0,0.0496303570184058,0,0.00198490866850378,0,0,0,0.0429817794247345,0.0104576330992028,0.0429817794250498,"pFBAOpt_Rxns","ELE_Rxns","PSL",3,0.0298042142662043,1,2,0,1,NA,NA,"iPC815"
"478",49,"EAR141x","EAR141y",0,0.0496303570184324,0,0.0496303570184767,0.00198490866850378,0.0336527086825756,0,0,0,0.0429817794249628,0.0104576330992028,0.0429817794248728,"pFBAOpt_Rxns","ELE_Rxns","PSL",3,0.0298042142634981,1,2,0,1,NA,NA,"iPC815"
"479",50,"EAR161x","EAR161y",0,0.0437032178478434,0,0.0437032178478217,0,0,0,0,0,0.0367718508761087,0.0104576330992028,0.0367718508759806,"pFBAOpt_Rxns","ELE_Rxns","PSL",3,0.0298042142641376,1,2,0,1,NA,NA,"iPC815"
"480",51,"EAR181x","EAR181y",0,0.0212237361260877,0,0.0212237361261089,0,0.0104576330992028,0,0,0,0.0207224464996818,0.00444619541744847,0.0207224464993792,"pFBAOpt_Rxns","ELE_Rxns","PSL",2,0.008447759936,1,1,0,1,NA,NA,"iPC815"
